"","TipLabels_Data","Date"
"A/Georgia/NHRC0001/2004--EPI_ISL_90478--A_/_H3N2--01/20/2004","A/Georgia/NHRC0001/2004--EPI_ISL_90478--A_/_H3N2--01/20/2004","01/20/2004"
"A/New_York/54/2003--EPI_ISL_5004--A_/_H3N2--12/10/2003","A/New_York/54/2003--EPI_ISL_5004--A_/_H3N2--12/10/2003","12/10/2003"
"A/New_York/67/2003--EPI_ISL_6661--A_/_H3N2--12/29/2003","A/New_York/67/2003--EPI_ISL_6661--A_/_H3N2--12/29/2003","12/29/2003"
"A/New_York/43/2003--EPI_ISL_5013--A_/_H3N2--12/10/2003","A/New_York/43/2003--EPI_ISL_5013--A_/_H3N2--12/10/2003","12/10/2003"
"A/South_Carolina/NHRC0002/2003--EPI_ISL_90475--A_/_H3N2--11/13/2003","A/South_Carolina/NHRC0002/2003--EPI_ISL_90475--A_/_H3N2--11/13/2003","11/13/2003"
"A/New_York/19/2003--EPI_ISL_5023--A_/_H3N2--12/18/2003","A/New_York/19/2003--EPI_ISL_5023--A_/_H3N2--12/18/2003","12/18/2003"
"A/Georgia/NHRC0001/2003--EPI_ISL_91065--A_/_H3N2--12/05/2003","A/Georgia/NHRC0001/2003--EPI_ISL_91065--A_/_H3N2--12/05/2003","12/05/2003"
"A/New_York/270/2003--EPI_ISL_6742--A_/_H3N2--11/18/2003","A/New_York/270/2003--EPI_ISL_6742--A_/_H3N2--11/18/2003","11/18/2003"
"A/New_York/28/2003--EPI_ISL_4993--A_/_H3N2--11/19/2003","A/New_York/28/2003--EPI_ISL_4993--A_/_H3N2--11/19/2003","11/19/2003"
"A/New_York/64/2003--EPI_ISL_6660--A_/_H3N2--12/26/2003","A/New_York/64/2003--EPI_ISL_6660--A_/_H3N2--12/26/2003","12/26/2003"
"A/New_York/66/2003--EPI_ISL_6705--A_/_H3N2--12/23/2003","A/New_York/66/2003--EPI_ISL_6705--A_/_H3N2--12/23/2003","12/23/2003"
"A/New_York/18/2003--EPI_ISL_6671--A_/_H3N2--12/01/2003","A/New_York/18/2003--EPI_ISL_6671--A_/_H3N2--12/01/2003","12/01/2003"
"A/New_York/498/2004--EPI_ISL_5088--A_/_H3N2--01/13/2004","A/New_York/498/2004--EPI_ISL_5088--A_/_H3N2--01/13/2004","01/13/2004"
"A/New_York/9/2003--EPI_ISL_6698--A_/_H3N2--10/31/2003","A/New_York/9/2003--EPI_ISL_6698--A_/_H3N2--10/31/2003","10/31/2003"
"A/New_York/42/2003--EPI_ISL_5012--A_/_H3N2--12/08/2003","A/New_York/42/2003--EPI_ISL_5012--A_/_H3N2--12/08/2003","12/08/2003"
"A/New_York/60A/2003--EPI_ISL_5005--A_/_H3N2--12/15/2003","A/New_York/60A/2003--EPI_ISL_5005--A_/_H3N2--12/15/2003","12/15/2003"
"A/Texas/NHRC0001/2003--EPI_ISL_90476--A_/_H3N2--11/20/2003","A/Texas/NHRC0001/2003--EPI_ISL_90476--A_/_H3N2--11/20/2003","11/20/2003"
"A/New_York/1/2003--EPI_ISL_67252--A_/_H3N2--10/28/2003","A/New_York/1/2003--EPI_ISL_67252--A_/_H3N2--10/28/2003","10/28/2003"
"A/New_York/267/2003--EPI_ISL_6739--A_/_H3N2--11/28/2003","A/New_York/267/2003--EPI_ISL_6739--A_/_H3N2--11/28/2003","11/28/2003"
"A/New_York/35/2003--EPI_ISL_4998--A_/_H3N2--12/04/2003","A/New_York/35/2003--EPI_ISL_4998--A_/_H3N2--12/04/2003","12/04/2003"
"A/New_York/36/2003--EPI_ISL_4999--A_/_H3N2--12/10/2003","A/New_York/36/2003--EPI_ISL_4999--A_/_H3N2--12/10/2003","12/10/2003"
"A/New_York/8/2003--EPI_ISL_6669--A_/_H3N2--12/29/2003","A/New_York/8/2003--EPI_ISL_6669--A_/_H3N2--12/29/2003","12/29/2003"
"A/New_York/271/2003--EPI_ISL_6750--A_/_H3N2--11/28/2003","A/New_York/271/2003--EPI_ISL_6750--A_/_H3N2--11/28/2003","11/28/2003"
"A/California/NHRC0001/2003--EPI_ISL_90474--A_/_H3N2--11/13/2003","A/California/NHRC0001/2003--EPI_ISL_90474--A_/_H3N2--11/13/2003","11/13/2003"
"A/New_York/33/2004--EPI_ISL_4996--A_/_H3N2--01/09/2004","A/New_York/33/2004--EPI_ISL_4996--A_/_H3N2--01/09/2004","01/09/2004"
"A/New_York/63/2003--EPI_ISL_6689--A_/_H3N2--12/29/2003","A/New_York/63/2003--EPI_ISL_6689--A_/_H3N2--12/29/2003","12/29/2003"
"A/New_York/40/2003--EPI_ISL_5010--A_/_H3N2--12/04/2003","A/New_York/40/2003--EPI_ISL_5010--A_/_H3N2--12/04/2003","12/04/2003"
"A/New_York/272/2003--EPI_ISL_8228--A_/_H3N2--11/28/2003","A/New_York/272/2003--EPI_ISL_8228--A_/_H3N2--11/28/2003","11/28/2003"
"A/New_York/37/2003--EPI_ISL_6699--A_/_H3N2--12/04/2003","A/New_York/37/2003--EPI_ISL_6699--A_/_H3N2--12/04/2003","12/04/2003"
"A/New_York/13/2003--EPI_ISL_6652--A_/_H3N2--11/12/2003","A/New_York/13/2003--EPI_ISL_6652--A_/_H3N2--11/12/2003","11/12/2003"
"A/Illinois/NHRC0001/2003--EPI_ISL_91106--A_/_H3N2--10/28/2003","A/Illinois/NHRC0001/2003--EPI_ISL_91106--A_/_H3N2--10/28/2003","10/28/2003"
"A/New_Jersey/NHRC0001/2003--EPI_ISL_90477--A_/_H3N2--11/26/2003","A/New_Jersey/NHRC0001/2003--EPI_ISL_90477--A_/_H3N2--11/26/2003","11/26/2003"
"A/Queensland/40/2003--EPI_ISL_6526--A_/_H3N2--09/10/2003","A/Queensland/40/2003--EPI_ISL_6526--A_/_H3N2--09/10/2003","09/10/2003"
"A/Kansas/13/2009--EPI_ISL_70476--A_/_H3N2--07/27/2009","A/Kansas/13/2009--EPI_ISL_70476--A_/_H3N2--07/27/2009","07/27/2009"
"A/Kansas/13/2009--EPI_ISL_145076--A_/_H3N2--07/29/2009","A/Kansas/13/2009--EPI_ISL_145076--A_/_H3N2--07/29/2009","07/29/2009"
"A/Wisconsin/12/2010--EPI_ISL_83282--A_/_H3N2--11/02/2010","A/Wisconsin/12/2010--EPI_ISL_83282--A_/_H3N2--11/02/2010","11/02/2010"
"A/Pennsylvania/40/2010--EPI_ISL_88934--A_/_H3N2--09/13/2010","A/Pennsylvania/40/2010--EPI_ISL_88934--A_/_H3N2--09/13/2010","09/13/2010"
"A/Pennsylvania/14/2010--EPI_ISL_83276--A_/_H3N2--10/26/2010","A/Pennsylvania/14/2010--EPI_ISL_83276--A_/_H3N2--10/26/2010","10/26/2010"
"A/Pennsylvania/09/2011--EPI_ISL_96012--A_/_H3N2--08/20/2011","A/Pennsylvania/09/2011--EPI_ISL_96012--A_/_H3N2--08/20/2011","08/20/2011"
"A/Ohio/27/2016--EPI_ISL_232044--A_/_H3N2--07/30/2016","A/Ohio/27/2016--EPI_ISL_232044--A_/_H3N2--07/30/2016","07/30/2016"
"A/Ohio/27/2016--EPI_ISL_241846--A_/_H3N2--07/31/2016","A/Ohio/27/2016--EPI_ISL_241846--A_/_H3N2--07/31/2016","07/31/2016"
"A/Michigan/83/2016--EPI_ISL_232048--A_/_H3N2--08/09/2016","A/Michigan/83/2016--EPI_ISL_232048--A_/_H3N2--08/09/2016","08/09/2016"
"A/Ohio/28/2016--EPI_ISL_232045--A_/_H3N2--08/04/2016","A/Ohio/28/2016--EPI_ISL_232045--A_/_H3N2--08/04/2016","08/04/2016"
"A/Michigan/82/2016--EPI_ISL_232046--A_/_H3N2--08/09/2016","A/Michigan/82/2016--EPI_ISL_232046--A_/_H3N2--08/09/2016","08/09/2016"
"A/Michigan/87/2016--EPI_ISL_234469--A_/_H3N2--08/08/2016","A/Michigan/87/2016--EPI_ISL_234469--A_/_H3N2--08/08/2016","08/08/2016"
"A/Michigan/88/2016--EPI_ISL_234470--A_/_H3N2--08/09/2016","A/Michigan/88/2016--EPI_ISL_234470--A_/_H3N2--08/09/2016","08/09/2016"
"A/Ohio/35/2016--EPI_ISL_234481--A_/_H3N2--08/17/2016","A/Ohio/35/2016--EPI_ISL_234481--A_/_H3N2--08/17/2016","08/17/2016"
"A/Ohio/33/2016--EPI_ISL_234475--A_/_H3N2--08/18/2016","A/Ohio/33/2016--EPI_ISL_234475--A_/_H3N2--08/18/2016","08/18/2016"
"A/Michigan/90/2016--EPI_ISL_234473--A_/_H3N2--08/17/2016","A/Michigan/90/2016--EPI_ISL_234473--A_/_H3N2--08/17/2016","08/17/2016"
"A/Michigan/89/2016--EPI_ISL_234474--A_/_H3N2--08/09/2016","A/Michigan/89/2016--EPI_ISL_234474--A_/_H3N2--08/09/2016","08/09/2016"
"A/Pennsylvania/14/2010--EPI_ISL_83277--A_/_H3N2--10/26/2010","A/Pennsylvania/14/2010--EPI_ISL_83277--A_/_H3N2--10/26/2010","10/26/2010"
"A/Pennsylvania/14/2010--EPI_ISL_100478--A_/_H3N2--10/26/2010","A/Pennsylvania/14/2010--EPI_ISL_100478--A_/_H3N2--10/26/2010","10/26/2010"
"A/Pennsylvania/14/2010--EPI_ISL_83278--A_/_H3N2--10/26/2010","A/Pennsylvania/14/2010--EPI_ISL_83278--A_/_H3N2--10/26/2010","10/26/2010"
"A/Indiana/08/2011--EPI_ISL_95264--A_/_H3N2--07/27/2011","A/Indiana/08/2011--EPI_ISL_95264--A_/_H3N2--07/27/2011","07/27/2011"
"A/Indiana/08/2011--EPI_ISL_99419--A_/_H3N2--07/27/2011","A/Indiana/08/2011--EPI_ISL_99419--A_/_H3N2--07/27/2011","07/27/2011"
"A/Iowa/09/2011--EPI_ISL_99215--A_/_H3N2--11/14/2011","A/Iowa/09/2011--EPI_ISL_99215--A_/_H3N2--11/14/2011","11/14/2011"
"A/Iowa/08/2011--EPI_ISL_99214--A_/_H3N2--11/14/2011","A/Iowa/08/2011--EPI_ISL_99214--A_/_H3N2--11/14/2011","11/14/2011"
"A/Iowa/07/2011--EPI_ISL_99794--A_/_H3N2--11/14/2011","A/Iowa/07/2011--EPI_ISL_99794--A_/_H3N2--11/14/2011","11/14/2011"
"A/Iowa/08/2011--EPI_ISL_99795--A_/_H3N2--11/14/2011","A/Iowa/08/2011--EPI_ISL_99795--A_/_H3N2--11/14/2011","11/14/2011"
"A/Iowa/09/2011--EPI_ISL_99793--A_/_H3N2--11/14/2011","A/Iowa/09/2011--EPI_ISL_99793--A_/_H3N2--11/14/2011","11/14/2011"
"A/Iowa/08/2011--EPI_ISL_100476--A_/_H3N2--11/14/2011","A/Iowa/08/2011--EPI_ISL_100476--A_/_H3N2--11/14/2011","11/14/2011"
"A/Iowa/07/2011--EPI_ISL_100475--A_/_H3N2--11/14/2011","A/Iowa/07/2011--EPI_ISL_100475--A_/_H3N2--11/14/2011","11/14/2011"
"A/Indiana/10/2011--EPI_ISL_99417--A_/_H3N2--10/22/2011","A/Indiana/10/2011--EPI_ISL_99417--A_/_H3N2--10/22/2011","10/22/2011"
"A/Indiana/10/2011--EPI_ISL_99418--A_/_H3N2--10/22/2011","A/Indiana/10/2011--EPI_ISL_99418--A_/_H3N2--10/22/2011","10/22/2011"
"A/Indiana/10/2011--EPI_ISL_98659--A_/_H3N2--10/22/2011","A/Indiana/10/2011--EPI_ISL_98659--A_/_H3N2--10/22/2011","10/22/2011"
"A/Michigan/20/2012--EPI_ISL_129188--A_/_H3N2--08/16/2012","A/Michigan/20/2012--EPI_ISL_129188--A_/_H3N2--08/16/2012","08/16/2012"
"A/Michigan/23/2012--EPI_ISL_129621--A_/_H3N2--08/16/2012","A/Michigan/23/2012--EPI_ISL_129621--A_/_H3N2--08/16/2012","08/16/2012"
"A/Michigan/19/2012--EPI_ISL_129408--A_/_H3N2--08/16/2012","A/Michigan/19/2012--EPI_ISL_129408--A_/_H3N2--08/16/2012","08/16/2012"
"A/Maine/06/2011--EPI_ISL_97361--A_/_H3N2--10/10/2011","A/Maine/06/2011--EPI_ISL_97361--A_/_H3N2--10/10/2011","10/10/2011"
"A/Minnesota/11/2010--EPI_ISL_83701--A_/_H3N2--11/26/2010","A/Minnesota/11/2010--EPI_ISL_83701--A_/_H3N2--11/26/2010","11/26/2010"
"A/Minnesota/11/2010--EPI_ISL_145077--A_/_H3N2--11/26/2010","A/Minnesota/11/2010--EPI_ISL_145077--A_/_H3N2--11/26/2010","11/26/2010"
"A/West_Virginia/06/2011--EPI_ISL_99809--A_/_H3N2--11/21/2011","A/West_Virginia/06/2011--EPI_ISL_99809--A_/_H3N2--11/21/2011","11/21/2011"
"A/West_Virginia/06/2011--EPI_ISL_129182--A_/_H3N2--11/21/2011","A/West_Virginia/06/2011--EPI_ISL_129182--A_/_H3N2--11/21/2011","11/21/2011"
"A/West_Virginia/06/2011--EPI_ISL_129181--A_/_H3N2--11/21/2011","A/West_Virginia/06/2011--EPI_ISL_129181--A_/_H3N2--11/21/2011","11/21/2011"
"A/Ohio/64/2012--EPI_ISL_128394--A_/_H3N2--08/10/2012","A/Ohio/64/2012--EPI_ISL_128394--A_/_H3N2--08/10/2012","08/10/2012"
"A/Minnesota/15/2012--EPI_ISL_129622--A_/_H3N2--09/05/2012","A/Minnesota/15/2012--EPI_ISL_129622--A_/_H3N2--09/05/2012","09/05/2012"
"A/Ohio/86/2012--EPI_ISL_129653--A_/_H3N2--08/15/2012","A/Ohio/86/2012--EPI_ISL_129653--A_/_H3N2--08/15/2012","08/15/2012"
"A/Hawaii/03/2012--EPI_ISL_123211--A_/_H3N2--07/12/2012","A/Hawaii/03/2012--EPI_ISL_123211--A_/_H3N2--07/12/2012","07/12/2012"
"A/Indiana/07/2012--EPI_ISL_122345--A_/_H3N2--07/16/2012","A/Indiana/07/2012--EPI_ISL_122345--A_/_H3N2--07/16/2012","07/16/2012"
"A/Ohio/24/2012--EPI_ISL_128145--A_/_H3N2--08/02/2012","A/Ohio/24/2012--EPI_ISL_128145--A_/_H3N2--08/02/2012","08/02/2012"
"A/Ohio/23/2012--EPI_ISL_129611--A_/_H3N2--07/30/2012","A/Ohio/23/2012--EPI_ISL_129611--A_/_H3N2--07/30/2012","07/30/2012"
"A/Ohio/15/2012--EPI_ISL_126247--A_/_H3N2--07/28/2012","A/Ohio/15/2012--EPI_ISL_126247--A_/_H3N2--07/28/2012","07/28/2012"
"A/Ohio/14/2012--EPI_ISL_126246--A_/_H3N2--07/29/2012","A/Ohio/14/2012--EPI_ISL_126246--A_/_H3N2--07/29/2012","07/29/2012"
"A/Ohio/16/2012--EPI_ISL_126253--A_/_H3N2--07/28/2012","A/Ohio/16/2012--EPI_ISL_126253--A_/_H3N2--07/28/2012","07/28/2012"
"A/Ohio/20/2012--EPI_ISL_126248--A_/_H3N2--07/28/2012","A/Ohio/20/2012--EPI_ISL_126248--A_/_H3N2--07/28/2012","07/28/2012"
"A/Ohio/18/2012--EPI_ISL_126249--A_/_H3N2--07/27/2012","A/Ohio/18/2012--EPI_ISL_126249--A_/_H3N2--07/27/2012","07/27/2012"
"A/Ohio/17/2012--EPI_ISL_126259--A_/_H3N2--07/28/2012","A/Ohio/17/2012--EPI_ISL_126259--A_/_H3N2--07/28/2012","07/28/2012"
"A/Ohio/20/2012--EPI_ISL_126251--A_/_H3N2--07/28/2012","A/Ohio/20/2012--EPI_ISL_126251--A_/_H3N2--07/28/2012","07/28/2012"
"A/Ohio/52/2012--EPI_ISL_128351--A_/_H3N2--08/05/2012","A/Ohio/52/2012--EPI_ISL_128351--A_/_H3N2--08/05/2012","08/05/2012"
"A/Ohio/23/2012--EPI_ISL_128392--A_/_H3N2--07/30/2012","A/Ohio/23/2012--EPI_ISL_128392--A_/_H3N2--07/30/2012","07/30/2012"
"A/Ohio/87/2012--EPI_ISL_129708--A_/_H3N2--08/12/2012","A/Ohio/87/2012--EPI_ISL_129708--A_/_H3N2--08/12/2012","08/12/2012"
"A/Ohio/13/2012--EPI_ISL_126258--A_/_H3N2--07/27/2012","A/Ohio/13/2012--EPI_ISL_126258--A_/_H3N2--07/27/2012","07/27/2012"
"A/Indiana/09/2012--EPI_ISL_122346--A_/_H3N2--07/16/2012","A/Indiana/09/2012--EPI_ISL_122346--A_/_H3N2--07/16/2012","07/16/2012"
"A/Minnesota/11/2012--EPI_ISL_128229--A_/_H3N2--08/15/2012","A/Minnesota/11/2012--EPI_ISL_128229--A_/_H3N2--08/15/2012","08/15/2012"
"A/Indiana/07/2012--EPI_ISL_122344--A_/_H3N2--07/16/2012","A/Indiana/07/2012--EPI_ISL_122344--A_/_H3N2--07/16/2012","07/16/2012"
"A/Ohio/28/2012--EPI_ISL_128389--A_/_H3N2--08/01/2012","A/Ohio/28/2012--EPI_ISL_128389--A_/_H3N2--08/01/2012","08/01/2012"
"A/Ohio/19/2012--EPI_ISL_129755--A_/_H3N2--07/29/2012","A/Ohio/19/2012--EPI_ISL_129755--A_/_H3N2--07/29/2012","07/29/2012"
"A/Ohio/17/2012--EPI_ISL_128142--A_/_H3N2--07/28/2012","A/Ohio/17/2012--EPI_ISL_128142--A_/_H3N2--07/28/2012","07/28/2012"
"A/Ohio/18/2012--EPI_ISL_129754--A_/_H3N2--07/27/2012","A/Ohio/18/2012--EPI_ISL_129754--A_/_H3N2--07/27/2012","07/27/2012"
"A/Ohio/43/2012--EPI_ISL_129427--A_/_H3N2--08/06/2012","A/Ohio/43/2012--EPI_ISL_129427--A_/_H3N2--08/06/2012","08/06/2012"
"A/Indiana/15/2012--EPI_ISL_126254--A_/_H3N2--07/29/2012","A/Indiana/15/2012--EPI_ISL_126254--A_/_H3N2--07/29/2012","07/29/2012"
"A/Indiana/93/2012--EPI_ISL_129618--A_/_H3N2--08/06/2012","A/Indiana/93/2012--EPI_ISL_129618--A_/_H3N2--08/06/2012","08/06/2012"
"A/Indiana/123/2012--EPI_ISL_129615--A_/_H3N2--08/04/2012","A/Indiana/123/2012--EPI_ISL_129615--A_/_H3N2--08/04/2012","08/04/2012"
"A/Indiana/20/2012--EPI_ISL_126255--A_/_H3N2--07/29/2012","A/Indiana/20/2012--EPI_ISL_126255--A_/_H3N2--07/29/2012","07/29/2012"
"A/Indiana/19/2012--EPI_ISL_126245--A_/_H3N2--07/29/2012","A/Indiana/19/2012--EPI_ISL_126245--A_/_H3N2--07/29/2012","07/29/2012"
"A/Indiana/59/2012--EPI_ISL_128152--A_/_H3N2--08/02/2012","A/Indiana/59/2012--EPI_ISL_128152--A_/_H3N2--08/02/2012","08/02/2012"
"A/Indiana/49/2012--EPI_ISL_129617--A_/_H3N2--08/01/2012","A/Indiana/49/2012--EPI_ISL_129617--A_/_H3N2--08/01/2012","08/01/2012"
"A/Indiana/125/2012--EPI_ISL_129421--A_/_H3N2--08/03/2012","A/Indiana/125/2012--EPI_ISL_129421--A_/_H3N2--08/03/2012","08/03/2012"
"A/Indiana/147/2012--EPI_ISL_129418--A_/_H3N2--08/09/2012","A/Indiana/147/2012--EPI_ISL_129418--A_/_H3N2--08/09/2012","08/09/2012"
"A/Indiana/60/2012--EPI_ISL_128153--A_/_H3N2--08/02/2012","A/Indiana/60/2012--EPI_ISL_128153--A_/_H3N2--08/02/2012","08/02/2012"
"A/Indiana/60/2012--EPI_ISL_128624--A_/_H3N2--08/02/2012","A/Indiana/60/2012--EPI_ISL_128624--A_/_H3N2--08/02/2012","08/02/2012"
"A/Indiana/115/2012--EPI_ISL_129552--A_/_H3N2--08/04/2012","A/Indiana/115/2012--EPI_ISL_129552--A_/_H3N2--08/04/2012","08/04/2012"
"A/Indiana/57/2012--EPI_ISL_129417--A_/_H3N2--08/02/2012","A/Indiana/57/2012--EPI_ISL_129417--A_/_H3N2--08/02/2012","08/02/2012"
"A/Indiana/113/2012--EPI_ISL_129415--A_/_H3N2--08/05/2012","A/Indiana/113/2012--EPI_ISL_129415--A_/_H3N2--08/05/2012","08/05/2012"
"A/Indiana/90/2012--EPI_ISL_129646--A_/_H3N2--08/02/2012","A/Indiana/90/2012--EPI_ISL_129646--A_/_H3N2--08/02/2012","08/02/2012"
"A/Wisconsin/23/2012--EPI_ISL_129022--A_/_H3N2--08/15/2012","A/Wisconsin/23/2012--EPI_ISL_129022--A_/_H3N2--08/15/2012","08/15/2012"
"A/Wisconsin/27/2012--EPI_ISL_128626--A_/_H3N2--08/17/2012","A/Wisconsin/27/2012--EPI_ISL_128626--A_/_H3N2--08/17/2012","08/17/2012"
"A/Wisconsin/30/2012--EPI_ISL_129624--A_/_H3N2--08/20/2012","A/Wisconsin/30/2012--EPI_ISL_129624--A_/_H3N2--08/20/2012","08/20/2012"
"A/Wisconsin/22/2012--EPI_ISL_128159--A_/_H3N2--08/13/2012","A/Wisconsin/22/2012--EPI_ISL_128159--A_/_H3N2--08/13/2012","08/13/2012"
"A/Wisconsin/31/2012--EPI_ISL_129625--A_/_H3N2--08/22/2012","A/Wisconsin/31/2012--EPI_ISL_129625--A_/_H3N2--08/22/2012","08/22/2012"
"A/Wisconsin/29/2012--EPI_ISL_129654--A_/_H3N2--08/20/2012","A/Wisconsin/29/2012--EPI_ISL_129654--A_/_H3N2--08/20/2012","08/20/2012"
"A/Wisconsin/28/2012--EPI_ISL_129187--A_/_H3N2--08/28/2012","A/Wisconsin/28/2012--EPI_ISL_129187--A_/_H3N2--08/28/2012","08/28/2012"
"A/Indiana/05/2013--EPI_ISL_144696--A_/_H3N2--06/21/2013","A/Indiana/05/2013--EPI_ISL_144696--A_/_H3N2--06/21/2013","06/21/2013"
"A/Indiana/05/2013--EPI_ISL_145083--A_/_H3N2--06/21/2013","A/Indiana/05/2013--EPI_ISL_145083--A_/_H3N2--06/21/2013","06/21/2013"
"A/Indiana/04/2013--EPI_ISL_144697--A_/_H3N2--06/20/2013","A/Indiana/04/2013--EPI_ISL_144697--A_/_H3N2--06/20/2013","06/20/2013"
"A/Illinois/03/2013--EPI_ISL_145476--A_/_H3N2--07/29/2013","A/Illinois/03/2013--EPI_ISL_145476--A_/_H3N2--07/29/2013","07/29/2013"
"A/Illinois/03/2013--EPI_ISL_145067--A_/_H3N2--07/29/2013","A/Illinois/03/2013--EPI_ISL_145067--A_/_H3N2--07/29/2013","07/29/2013"
"A/Indiana/05/2013--EPI_ISL_145075--A_/_H3N2--06/21/2013","A/Indiana/05/2013--EPI_ISL_145075--A_/_H3N2--06/21/2013","06/21/2013"
"A/Indiana/05/2013--EPI_ISL_145071--A_/_H3N2--06/21/2013","A/Indiana/05/2013--EPI_ISL_145071--A_/_H3N2--06/21/2013","06/21/2013"
"A/Indiana/07/2013--EPI_ISL_145072--A_/_H3N2--06/23/2013","A/Indiana/07/2013--EPI_ISL_145072--A_/_H3N2--06/23/2013","06/23/2013"
"A/Indiana/06/2013--EPI_ISL_143973--A_/_H3N2--06/23/2013","A/Indiana/06/2013--EPI_ISL_143973--A_/_H3N2--06/23/2013","06/23/2013"
"A/Indiana/08/2013--EPI_ISL_143974--A_/_H3N2--06/24/2013","A/Indiana/08/2013--EPI_ISL_143974--A_/_H3N2--06/24/2013","06/24/2013"
"A/Indiana/07/2013--EPI_ISL_143661--A_/_H3N2--06/23/2013","A/Indiana/07/2013--EPI_ISL_143661--A_/_H3N2--06/23/2013","06/23/2013"
"A/Indiana/11/2013--EPI_ISL_149438--A_/_H3N2--08/03/2013","A/Indiana/11/2013--EPI_ISL_149438--A_/_H3N2--08/03/2013","08/03/2013"
"A/Indiana/11/2013--EPI_ISL_145068--A_/_H3N2--08/03/2013","A/Indiana/11/2013--EPI_ISL_145068--A_/_H3N2--08/03/2013","08/03/2013"
"A/Indiana/21/2013--EPI_ISL_145632--A_/_H3N2--08/21/2013","A/Indiana/21/2013--EPI_ISL_145632--A_/_H3N2--08/21/2013","08/21/2013"
"A/Indiana/21/2013--EPI_ISL_149439--A_/_H3N2--08/21/2013","A/Indiana/21/2013--EPI_ISL_149439--A_/_H3N2--08/21/2013","08/21/2013"
"A/Indiana/09/2013--EPI_ISL_145074--A_/_H3N2--07/01/2013","A/Indiana/09/2013--EPI_ISL_145074--A_/_H3N2--07/01/2013","07/01/2013"
"A/Indiana/17/2013--EPI_ISL_145082--A_/_H3N2--06/30/2013","A/Indiana/17/2013--EPI_ISL_145082--A_/_H3N2--06/30/2013","06/30/2013"
"A/Indiana/09/2013--EPI_ISL_143975--A_/_H3N2--07/01/2013","A/Indiana/09/2013--EPI_ISL_143975--A_/_H3N2--07/01/2013","07/01/2013"
"A/Indiana/15/2013--EPI_ISL_144204--A_/_H3N2--06/30/2013","A/Indiana/15/2013--EPI_ISL_144204--A_/_H3N2--06/30/2013","06/30/2013"
"A/Indiana/18/2013--EPI_ISL_144203--A_/_H3N2--06/30/2013","A/Indiana/18/2013--EPI_ISL_144203--A_/_H3N2--06/30/2013","06/30/2013"
"A/Ohio/05/2013--EPI_ISL_145069--A_/_H3N2--07/22/2013","A/Ohio/05/2013--EPI_ISL_145069--A_/_H3N2--07/22/2013","07/22/2013"
"A/Ohio/05/2013--EPI_ISL_144893--A_/_H3N2--07/22/2013","A/Ohio/05/2013--EPI_ISL_144893--A_/_H3N2--07/22/2013","07/22/2013"
"A/Indiana/17/2013--EPI_ISL_145070--A_/_H3N2--06/30/2013","A/Indiana/17/2013--EPI_ISL_145070--A_/_H3N2--06/30/2013","06/30/2013"
"A/Indiana/10/2013--EPI_ISL_145073--A_/_H3N2--07/16/2013","A/Indiana/10/2013--EPI_ISL_145073--A_/_H3N2--07/16/2013","07/16/2013"
"A/Indiana/10/2013--EPI_ISL_144698--A_/_H3N2--07/16/2013","A/Indiana/10/2013--EPI_ISL_144698--A_/_H3N2--07/16/2013","07/16/2013"
"A/Indiana/43/2012--EPI_ISL_128148--A_/_H3N2--08/01/2012","A/Indiana/43/2012--EPI_ISL_128148--A_/_H3N2--08/01/2012","08/01/2012"
"A/Indiana/21/2012--EPI_ISL_126256--A_/_H3N2--07/31/2012","A/Indiana/21/2012--EPI_ISL_126256--A_/_H3N2--07/31/2012","07/31/2012"
"A/Indiana/38/2012--EPI_ISL_128147--A_/_H3N2--08/01/2012","A/Indiana/38/2012--EPI_ISL_128147--A_/_H3N2--08/01/2012","08/01/2012"
"A/Indiana/77/2012--EPI_ISL_129410--A_/_H3N2--08/02/2012","A/Indiana/77/2012--EPI_ISL_129410--A_/_H3N2--08/02/2012","08/02/2012"
"A/Indiana/149/2012--EPI_ISL_129414--A_/_H3N2--08/05/2012","A/Indiana/149/2012--EPI_ISL_129414--A_/_H3N2--08/05/2012","08/05/2012"
"A/Indiana/65/2012--EPI_ISL_128352--A_/_H3N2--08/02/2012","A/Indiana/65/2012--EPI_ISL_128352--A_/_H3N2--08/02/2012","08/02/2012"
"A/Indiana/99/2012--EPI_ISL_129619--A_/_H3N2--08/03/2012","A/Indiana/99/2012--EPI_ISL_129619--A_/_H3N2--08/03/2012","08/03/2012"
"A/Indiana/46/2012--EPI_ISL_128149--A_/_H3N2--08/01/2012","A/Indiana/46/2012--EPI_ISL_128149--A_/_H3N2--08/01/2012","08/01/2012"
"A/Indiana/152/2012--EPI_ISL_129170--A_/_H3N2--08/10/2012","A/Indiana/152/2012--EPI_ISL_129170--A_/_H3N2--08/10/2012","08/10/2012"
"A/Indiana/138/2012--EPI_ISL_129616--A_/_H3N2--08/06/2012","A/Indiana/138/2012--EPI_ISL_129616--A_/_H3N2--08/06/2012","08/06/2012"
"A/Indiana/16/2012--EPI_ISL_126257--A_/_H3N2--07/31/2012","A/Indiana/16/2012--EPI_ISL_126257--A_/_H3N2--07/31/2012","07/31/2012"
"A/Indiana/104/2012--EPI_ISL_129645--A_/_H3N2--08/03/2012","A/Indiana/104/2012--EPI_ISL_129645--A_/_H3N2--08/03/2012","08/03/2012"
